sample_id	url	host	text_preview	predicted_domain	gold_domain	reviewer_note
s0055	http://www.jbyonhap.com/news/articleView.html?idxno=223936	www.jbyonhap.com	더불어민주당 전주시장 후보로 현 김승수 전주시장이 사실상 확정됐다. 이는 이현웅 전주시장 예비후보가 6·13 지방선거를 두 달 앞둔 13일 ‘민주당 선관위 후보자 등록’에 불참하면서 단수후보로 공천을 받게 될 전망이다. 함께 경선을 치러왔던 이현웅 예비후보는 자료를 통해 “현행 전북도당 선거관리위원회가 내놓은 경선일정의 	web_general		
s0056	http://leemisong.com/about/	leemisong.com	美松, 아름다운 소나무 푸른 소나무처럼 어디 한번 커 봐라. 하는 마음으로 아부지가 지어주신 이름입니다. 편한 세상 만들기에 동참하고자 Web, Marketing, Branding, SNS, 미디어 관련 분야에 관심이 많고 관심이 많다 보니, 자연스레 좋아하는 분야에서 돈 받으며 일 하고 있습니다. 책 읽고 멍 때리는 시	web_general		
s0057	http://www.maunalani.com/korean/r_w_overview.htm	www.maunalani.com	웨딩 요약정보 아늑한 분위기의 코할라의 일몰부터 산뜻한 해풍에 살랑살랑 흔들리는 해먹까지, 마우나 라니는 사랑을 축복하기 위한 최상의 공간을 제공합니다. 하와이의 우아함과 열대 지상낙원의 마법 같은 아름다움으로 소중한 결혼식 또는 기념일을 처음부터 끝까지 완벽하게 준비해 드립니다. 마우나 라니는 둘만을 위한 오붓한 결혼 	web_general		
s0058	http://www.lionsclubs.org/KO/member-center/planning-projects/sight-hearing/hearing/programs-hear-chair-print.php	www.lionsclubs.org	청력 위원장에 대한 정보 1971년 청력, 구화 및 농아 사업은 국제 라이온스 협회의 공식 프로그램이 되었습니다. 2009년, 프로그램 이름이 청력 보존, 인식 및 실천으로 변경되었습니다. 본 페이지는 청력 위원장에 대한 다음 정보를 제공합니다. 프로그램 사명 선언문 위원장의 역할 온라인 자료실 국제 자료실 복합지구 및 	web_general		
s0059	http://dc.koreatimes.com/article/742240	dc.koreatimes.com	배가 고픈 학생들이 찾아가는 대학가 먹자골목 안의 맛있는 고깃집, 술이 고픈 직장인들이 퇴근길에 들르는 골목길 대폿집 같은 곳을 LA 한인타운 안에서도 만날 수 있다. 윌셔와 세인트앤드류스가 만나는 곳에 위치한 ‘왕대포’(대표 지미 이)는 고기 좋아하는 이들에게는 질 좋은 고기를 배부르게 먹을 수 있는 올유캔잇 고깃집으로	news		
s0060	http://www.agoda.co.kr/asia/philippines/cebu/rajah_park_hotel.html?asq=Qn%2FkrjDS01nsvdfoyKRYRtldjhudxVDetxIj7kF0H13nZX%2F16X4Y%2FKVFiX7NGbcWD2EfrG5JSZdUgNIH3eGjSA%3D%3D	www.agoda.co.kr	세부 공항에 가깝게 위치한 라자 파크 호텔은 밤늦은 비행기로 세부에 도착하는 관광객들이나 스탑 오버를 하는 분들에게 이상적인 호텔입니다. 모든 객실은 모던한 가구들과 더불어 위성 티브이, 전화기, 미니바와 같은 시설이 갖추어져 있고 시내가 한눈에 들어오는 멋진 전망을 선사합니다. 호텔 안의 사프론 레스토랑에서 비싸지 않은	web_general		
s0061	http://www.accorhotels.com/ko/hotel-8364-%ec%95%84%eb%8b%a4%ec%a7%80%ec%98%a4-%ec%95%a1%ec%84%b8%ec%8a%a4-%ed%8c%8c%eb%a6%ac-%ed%95%84%eb%a6%ac%ed%94%84-%ec%98%a4%ea%b7%80%ec%8a%a4%ed%8a%b8/index.shtm	www.accorhotels.com	호텔 주소12 rue Pierre Bayle 75020 파리 FRANCE 호텔에 오시는 방법GPS :N 48° 51' 31.98'' E 2° 23' 27.68'' 호텔 연락처 - 전화번호 (+33)1/58393150 - 팩스번호 (+33)1/58393150 - email@example.com 최근에 본 호텔 아다지오 액세	web_general		
s0062	http://www.tripadvisor.co.kr/Hotel_Review-g295424-d299810-Reviews-or80-Crowne_Plaza_Dubai_Deira-Dubai_Emirate_of_Dubai.html	www.tripadvisor.co.kr	전화번호: 위치: 아랍에미리트 > 두바이 > 두바이 편의 시설: 바/라운지 비지니스 센터 피트니스 센터 무료 주차 음식점 룸서비스 셔틀버스 운행 스위트 수영장 휠체어 편의 디자인 (배리어 프리) 57위 (468건의 두바이 소재 호텔 중에서) 가격대 (1박): 137,895 원 - 289,474 원 5성급 — 크라운 플라자	web_general		
s0063	http://support.microsoft.com/kb/132686/ko?lc=1033&id=0	support.microsoft.com	기술 자료: 132686 - 이 문서가 적용되는 제품 보기. 빼기 기호 (-) 부정 연산자 (예를 들어 -1) 수식 사용할 때 Microsoft Excel에서 부정 연산자 이진 연산자를 더 높은 우선 순위를 가집니다. 음수 값을 반환하는 데 예상한 때 수식을 양수 값을 반환하는 이 우선 순위가 의미합니다. 예를 들어, 수	technical		
s0064	https://ko.wikipedia.org/wiki/%EA%B7%A0%EA%B7%BC	ko.wikipedia.org	균근 균근(Mycorrhizae 단수로 micorriza: '균류'와 '뿌리'를 뜻하는 그리스어에서 유래)은 숙주 식물에게 영양 물질과 물을 제공하고 숙주 식물로부터 탄수화물을 공급받는 균류 공생 생물체이다. 균근은 균사(hyphae)라고 부르는 미세한 관상의 필라멘트로 구성되어있다. 실제로 쌍자엽식물의 83%, 단자엽식	encyclopedia		
s0065	http://ko.wikipedia.org/wiki/%EC%97%90%EB%91%90%EC%95%84%EB%A5%B4%ED%8A%B8_%EC%8A%88%ED%94%84%EB%9E%91%EA%B1%B0	ko.wikipedia.org	에두아르트 슈프랑거 생애[편집] 1882년 6월 27일 독일 베를린에서 태어났다. 1912년 슈프랑거는 당시 교육계와 철학계에서 거목으로 자리매김하고 있었던 게오르크 케르셴슈타이너와 인간적·학문적인 친분을 쌓기 시작했다. 이러한 개인적 친분 관계는 케르셴슈타이너가 죽은 1932년까지 지속되었다. 특히 직업학교 제도의 구축	encyclopedia		
s0066	http://news.chosun.com/site/data/html_dir/2012/12/14/2012121401034.html	news.chosun.com	입력 : 2012.12.14 23:06 전문가들은 우주발사체 개발에서 우리가 북한에 7~10년 뒤진 것으로 평가하고 있다. 우리 나로호는 그동안 두 번의 발사 실패와 10번의 발사 연기로 지지부진한 상태다. 나로호가 내년 발사에 성공하더라도 북한과의 기술 격차는 줄어들지 않는다. 가장 중요한 1단 로켓을 러시아에서 통째로	news		
s0067	http://chunchu.tistory.com/92	chunchu.tistory.com	아이패드3(New iPad)과 아이패드4(iPad 4)의 차이점 빨라진 인터넷속도!!. 아이패드4의 경우 지난 11월 발표 당시만 하더라도 개인적으로는 시연을 해보고 바로 구입을 미루려고 했습니다. 기존에 뉴 아이패드(이하 아이패드3)가 있었고 아이패드 2도 있었기 때문에 크게 교체의 이유를 찾을 수도 없었던 제품입니다.	blog		
s0068	http://koreasummit.kr/archive/20211213	koreasummit.kr	2021/12/13 05:12 알아 봤네요. 진짜 좋아서 질건조증 증상 역시 30대 여성 고치고 싶어요. 여성청결제 가격 수 많은 여성분들이 남들에게 속내를 털어놓질 못할 고민이 있죠. 한뼘만한 거실이에요. 동산동 질수축 운동기구 알아봤어요. 부부성상담 요실금 잘고치는곳 신평2동 질염 늙는다는게 걱정이죠. 41세 질수축 	web_general		
s0069	https://ko.marinabaysands.com/entertainment/shows/matilda-the-musical.html	ko.marinabaysands.com	Matilda The Musical 뮤지컬 뮤지컬 마틸다는 로알드 달(Roald Dahl)의 책에서 영감을 받아 제작 된 셰익스피어 극단의 다수의 수상 경력을 자랑하는 뮤지컬입니다. 데니스 켈리의 저서와 팀 민친의 독창적인 노래로 이루어진 뮤지컬 마틸다는 생생한 상상력과 영특한 생각으로 무장한 매우 특별한 어린 소녀가 꿋	web_general		
s0070	https://www.heartcarecounseling.com/post/%EC%9A%B0%EC%9A%B8%EC%A6%9D%EC%9D%98-%EC%9B%90%EC%9D%B8-%EC%9A%B0%EC%9A%B8%EC%A6%9D-%EC%B9%98%EB%A3%8C-%EC%9A%B0%EC%9A%B8%EC%A6%9D-%EA%B7%B9%EB%B3%B5	www.heartcarecounseling.com	우울증의 감정들과 증상들 지속적인 슬픔, 미움, 분노, 두려움, 수치심, 죄책감, 극심한 걱정, 허무감, 소망 잃음, 외로움, 죄책감, 무기력, 낮은 자존감, 에너지 없음, 피로감, 불면증, 수면과다 등이다. 이런 어두운 감정들은 왜 생기게 되는가! 부정적인 감정들은 마음으로부터 생겨난다. 마음으로부터 간절히 추구하는 욕	web_general		
s0071	https://news.bizwatch.co.kr/article/consumer/2023/08/28/0024	news.bizwatch.co.kr	지난 14일 택배 없는 날. 서울 구로구에 거주하는 A씨는 편의점 CU 앱에서 편의점 택배를 예약하고 할인쿠폰을 사용해 회원접수를 했다. A씨는 "급하게 택배를 이용해야 했는데, 택배 쉬는 날이라고 해서 걱정했다"며 "다행히 편의점 택배를 이용해 보낼 수 있었다"고 말했다. 경기 파주에 거주하는 B씨도 편의점 GS25 앱	news		
s0072	https://news.zum.com/articles/85919616?cm=news_rankingNews	news.zum.com	아이유. 사진ㅣEDAM엔터테인먼트 <이미지를 클릭하시면 크게 보실 수 있습니다> 데뷔 15주년을 맞은 아이유(IU)가 ‘유애나’와 잊을 수 없는 축제의 장을성공적으로 마쳤다. 소속사 EDAM 엔터테인먼트 측은 25일 “지난 23과 24일 양일간 서울 송파구 KSPO DOME에서 ‘2023 아이유 팬 콘서트 ‘I+UN1VE	news		
s0073	https://kami2007.com/%EC%A0%9C%EC%A3%BC%EB%8F%84%EC%97%90%EC%84%9C-%EC%8A%B9%EB%A7%88%EB%A5%BC-%EC%B2%B4%ED%97%98%ED%95%B4%EB%B3%B4%EC%84%B8%EC%9A%94-%EC%A0%9C%EC%A3%BC%EB%8F%84%EC%8A%B9%EB%A7%88%EC%B	kami2007.com	서론 제주도는 국내 여행지 중에서도 매년 많은 관광객들이 찾는 인기있는 지역입니다. 그런데 제주도에서는 다양한 체험 프로그램을 제공하고 있어서 여행객들이 지루하지 않고 즐겁게 시간을 보낼 수 있습니다. 그 중에서도 승마 체험은 제주도에서 꼭 해보아야 할 활동 중 하나입니다. 승마 체험은 말의 등을 타고 주변 경치를 감상하	web_general		
s0074	https://rmfmagazine.com/2023/09/10/%EC%98%A8%EB%9D%BC%EC%9D%B8-%EC%8A%AC%EB%A1%AF%EC%97%90%EC%84%9C-%EC%8A%B9%EB%A6%AC/	rmfmagazine.com	지난 몇 년 동안 온라인 슬롯은 온라인에서 가장 인기 있고 빠르게 성장하는 카지노 게임 중 하나가 되었습니다. 이 간단하지만 재미있는 게임은 상대적으로 역동적이고 끊임없이 변화하는 테마로 매우 매력적이고 마음이 흔들리지 않습니다. 온라인 슬롯 게임의 재미는 지역 카지노에서 처음 접할 수 있었습니다. 많은 사람들이 게임을 	web_general		
s0075	https://ebook-product.kyobobook.co.kr/dig/epd/ebook/E000005419435	ebook-product.kyobobook.co.kr	제정신이라는 착각 2023년 09월 25일 출간 종이책 : 2023년 09월 25일 출간 - eBook 상품 정보 - 파일 정보 epub (17.47MB) - ISBN 9788934901006 - 듣기(TTS) 가능 TTS 란?텍스트를 음성으로 읽어주는 기술입니다. - 전자책의 편집 상태에 따라 본문의 흐름과 다르게 텍스	web_general		
s0076	http://the-star.co.kr/site/data/html_dir/2018/06/12/2018061201966.html	the-star.co.kr	입력 : 2018.06.12 14:58 최우식이 2018년 스크린을 접수했다. 올 2월 개봉한 '궁합'에 이어 6월에는 '마녀', 9월에는 '물괴'로 관객들과 만나게 되는 것. 지난 2월 개봉한 '궁합'에서 최우식은 겉으론 효심이 지극하지만 내면에는 엄청난 잔혹성을 품은 인물 '남치호'로 변신했다. 상황에 따라 확 바뀌는	web_general		
s0077	http://weeklyhk.com/news.php?code=&mode=view&num=21743	weeklyhk.com	|▲ 김채윤 (홍콩 한국국제학교 한국어 과정 고1)| 홍콩에서 영어로 공부하고 있는 학생들 중 꽤 대다수가 한번쯤은 중미권이나 한국 대학이 아닌 대학들에 입시를 희망하거나 고려하고 있다. 아무래도 아시아권의 대학들이 상대적으로 학비도 저렴한 편이고, 홍콩과 가깝기 때문에 인기가 있는 것 같다. 지금부터 아시아권 대학들 중	web_general		
s0078	http://webtoonguide.com/board/rds01_interview/7670?ref=g-hot-article	webtoonguide.com	화제의 작가를 만나다 vol. 55 [어글리후드] 미애 작가 | 네이버 2017년은 네이버 웹툰에게 의미 깊은 해이다. 대학만화 최강자전에서 네이버 최강자전으로 명칭을 바꿨으며, 최강자전 32강 진출작 중에 의문의 사고(?)로 기권 처리가 된 작품도 있었다. 본인을 '대형신인작가'라고 소개했던 해당 작품의 도전자는, 마감	web_general		
s0079	http://www.biztribune.co.kr/news/articleView.html?idxno=208826	www.biztribune.co.kr	[비즈트리뷴=이연춘 기자] 허창수 전경련 회장은 "한일관계는 1965년 국교정상화 이후 많은 갈등 속에서도 늘 미래지향적으로 발전해왔고, 한일관계가 좋았을 때 우리 경제도 좋았다"며 "한일재계회의 개최를 비롯하여 일본 정·재계 지도자들과 긴밀히 소통해 나가겠다"며 앞으로도 한‧일 재계가 민간 차원의 협력을 지속해나갈 것을	web_general		
s0080	http://www.shippingnewsnet.com/news/articleView.html?idxno=30108	www.shippingnewsnet.com	광양항에 세계 최대 컨테이너선이 기항할 예정이다. 여수광양항만공사(사장 차민식, 이하 공사)는 세계 2위 컨테이너 선사인 스위스 MSC사의 최신 선박인 엠에스씨 굴슨(MSC GULSUN)호가 14일 광양항에 처음으로 입항한다고 12일 밝혔다.  |▲ 세계 최대 컨테이너선 광양항 입항 (2만3천TEU급 MSC 굴슨호-세계 	news		
s0081	http://kr.nide-auto.com/dp-%EC%8A%A4%ED%83%80%ED%84%B0-%EC%A0%84%EA%B8%B0-%EC%B9%B4%EB%B3%B8-%EB%B8%8C%EB%9F%AC%EC%8B%9C.html	kr.nide-auto.com	상표: Nide 포장: 목조 케이스 인증 : SGS 모형: ND-TK3 원산지: 중국 꼬리표: 전기 자동차 기술 컨설팅 , 자동차 기술 컨설팅 , 자동차 컨설팅 Nide는 3 개의 주요 사업부를 운영하고 있습니다. 첫 번째 부문은 기계 장착 스탠드, 전기자 및 고정자 생산을위한 완전 자동 완성 라인 및 모터 조립 라인을 	web_general		
s0082	http://blog.tabi30.com/ko/archives/97/	blog.tabi30.com	2004 년 7 월부터 (지원자 기간을 켜면 5 월부터) 신세를지고 온 모 여행사를 오늘 은퇴했습니다. 원래는 여행 시스템 결함 보수 업무에서 6 개월 한정으로 계약했다. 당시 내 학생 상태 였기 때문에 와쿠빠밋토을 지원 해 준 것입니다. 처음에는 6 개월 계획이 새로운 시스템 개발 이슈가 들리고 실제로는 3 년간 신세를	blog		
s0083	http://sadu-wasistiono.ipdn.ac.id/?p=46440	sadu-wasistiono.ipdn.ac.id	이 최신 연구, Sandberg, Drexler와 Ord는 생명의 기원에 이르는 경로에 화학적 및 유전 적 전환 모델을 통합하여 드레이크 방정식의 매개 변수를 재고합니다. 이것으로부터 많은 양의 과학적 불확실성이 있음을 보여줍니다. 또는 Dr. 더 겸손한 수단과 야망이있는 사람들에게는 톨 부스를 지나치게 규제되고 제도화 	web_general		
s0084	https://littledeep.com/earth-illustration-free-download/	littledeep.com	지구 일러스트 PNG, AI 무료 파일 다운로드를 찾고 있나요? 지구 디자인은 많은 사람들에게 꽤나 익숙할 것 같은데요. 여기서도 그 느낌 그대로를 유지하되 간단하게 표현하기 위해 이렇게 제작하였습니다. 일반적으로 지구를 떠올리면 우주 배경 속에 있는 지구를 떠올리거나 그냥 둥근 모양만 떠올리게 되는데요. 리틀딥에서 제공	web_general		
s0085	https://www.sc.or.kr/school.me/detail.do?STRCATE=REPORT&INTSEQ=1623	www.sc.or.kr	대서양을 맞댄 ‘시에라 리온’, 포르투갈어로 ‘사자의 산’입니다. 유럽 침략자들은 그 해변에서 산기슭을 타고 내려오는 사자의 포효를 듣고 이렇게 이름 붙였다고 합니다. 1961년 영국에서 독립한 서아프리카 ‘시에라 리온’엔 사자의 포효 대신 사람의 비명이 너무 오래 울렸습니다. 1991년~2002년 내전 당시 ‘긴 소매’	web_general		
s0086	https://library.gangnam.go.kr/mglib/recommendBookDetail.do?searchCategory=&recommendBookIdx=242	library.gangnam.go.kr	- 나, 열심히 살고 있는데 왜 자꾸 눈물이 나는 거니? - - 저자 : 송정림 지음 ; 채소 일러스트 - 출판사 : 꼼지락 - 발행연도 : 2018 - ISBN : 9788954439176 - 자료실 : [못골] 성인 - 청구기호 : 818-송74ㄴ 요즘 청춘들에게 꼬리표처럼 붙어 다니는 단어들이 있다. 스펙, 삼포세대	web_general		
s0087	https://playhearthstone.com/ko-kr/blog/16421344	playhearthstone.com	이미 소식을 들으셨겠지만, 하스스톤: 워크래프트의 영웅들의 첫 확장팩에서는 아제로스에서 가장 똘똘한 종족들이 두뇌 싸움을 벌이고, 그 결과로 엉뚱하고 기발하며 유쾌하게 예측불허인 혼돈이 휘몰아칩니다. 첫 번째 확장팩, “고블린 대 노움”을 소개합니다! 하스스톤의 선임 게임 디자이너 벤 브로드와 게임 디렉터 에릭 도즈, 선	web_general		
s0088	http://everclass.com/shop/item.php?it_id=1482301376	everclass.com	강사소개 윤이랑 성균관대학교 번역TESOL대학원 번역학과 박정어학원 압구정 본원에서 6년간 입문부터 실전까지 모든 레벨의 toefl reading 활발히 신나게 강의 박정어학원 CBT reading, IBT reading 온라인 강의 촬영 박정어학원 CBT 온라인 강의 강좌 중 최다 수강생 압구정 헬렌어학원 toefl r	web_general		
s0089	http://www.onlystory.co.kr/bbs/board.php?bo_table=column&wr_id=60	www.onlystory.co.kr	페이지 정보작성자 온리스토리 댓글 0건 조회 315회 작성일 17-05-18 18:03 본문 나에게 나타난 권태기 증상! 해결법은? 나에게도 권태기가 찾아온 걸까? 마냥 예뻐 보이던 여자친구, 남자친구가 이제는 그저 편한 친구 같은 사이가 되어버렸다면, 연인 사이에 더 이상 설렘이란 찾아볼 수 없어 권태기가 의심된다면, 	web_general		
s0090	http://healingschool.kr/10796?cat=27	healingschool.kr	유전적인 결함은 바꿀 수 없는 현실, 반드시 약 먹고 식이요법 철저히 해야 콜레스테롤 약 먹는 것을 너무 겁낼 필요는 없습니다. 유전적으로 콜레스테롤 수치가 높다는 것이 확인되었다면 반드시 약을 써야 합니다. 콜레스테롤에 관해 얘기하면서 꼭 말씀드릴 게 있습니다. 건강에 관해 관심이 있어서 고기, 생선, 달걀, 우유를 안	web_general		
s0091	http://cy-baek.tistory.com/category/%EC%98%81%EC%96%B4	cy-baek.tistory.com	공지 방송은 회사나 비행기 쇼핑몰과 같은 일상 생활 속 공공장소에서 흔히 들을 수 있는 내용으로 주제나 언급되는 내용들이 정해져있으므로 내용을 주제별로 정리한다. 1. 사내공지방송 - 회의안내, 회의일정 변경(발표자의 지연으로, 개인 사유로 회의가 취소되거나 재조정되는 공지, 컨퍼런스 장소 변경 이유), 회사에서 일어나는	blog		
s0092	http://board2.finance.daum.net/gaia/do/community/read?bbsId=10000&articleId=1048082&pageIndex=&searchKey=&searchValue=	board2.finance.daum.net	이라고 적고. 주변 선착, 배타는 인부 모으는데는 사람이 하나도 없는데말야--; 한진해운 건물 시민에게 개방. 안을 주겠다. 다 올로개방하고직원들은주변인부모으는건물들에 앉아있떤지. 거기 밖에서 $$나 피고 욕이나 찍찍사고 말야 오뎅은 안먹고말야 핑수만 먹고 말야 오덴은 안먹고 어~ㅋ 오뎅ㅇ. 여자 하나 먹는다 오뎅 알았어	community		
s0093	http://monthly.appstory.co.kr/it9360	monthly.appstory.co.kr	얼굴을 드러낸 삼성 갤럭시 S8 기사 입력시간 : | 성문경 기자 상반기에는 대형 스마트폰 제조사들의 플래그십이 출시할 예정이다. LG의 G6를 필두로 세계 점유율 3위로 올라선 화웨이의 P10, 그리고 세계 스마트폰 시장의 양대 산맥 중 하나인 삼성전자의 갤럭시S8이 그것이다. 특히 갤럭시S8은 갤럭시노트7 단종 사태 	web_general		
s0094	https://www.huffingtonpost.kr/entry/sexual-assault_kr_5a7803d1e4b0905433b607cf	www.huffingtonpost.kr	지난 2월 1일, 여성 영화감독 A씨는 자신의 SNS를 통해 ‘#Me too’운동에 동참했다. 지난 2015년 봄, “같은 영화학교에서 공부한 동기이자 여성 감독인 B로부터 성폭행을 당했다”는 내용이었다. A씨와 인터뷰를 가진 ‘오마이뉴스’에 따르면, 당시 B씨는 술자리에서 A씨가 만취한 틈을 타 A씨의 신체 일부를 만지	web_general		
s0095	http://m.womaneconomy.kr/news/articleView.html?idxno=58848	m.womaneconomy.kr	- 수사팀 '구속수사 필요' 기류...김윤옥 여사도 조사필요성 대두 |검찰 조사를 마친 이명박 전 대통령이 15일 오전 서초동 서울중앙지검을 나서고 있다. /양문숙 기자 email@example.com| 거액의 뇌물수수 혐의 등을 받는 이명박 전 대통령에 대한 검찰의 구속영장 청구 여부가 이르면 19일 결정될 가능성이 높	web_general		
s0096	https://www.huffingtonpost.kr/2015/03/04/story_n_6796662.html	www.huffingtonpost.kr	3일(현지시간) 미국 ABC뉴스는 테러리즘 분석가들의 말을 인용해 트위터가 외부에 이런 움직임을 거의 알리지 않은 채 IS가 테러리즘 확산을 위해 악용했던 계정들을 적극적으로 차단했다고 보도했다. IS는 세력 확산 초기부터 트위터를 비롯한 SNS를 적극 활용해 왔고, 최근에는 보코하람 같은 다른 테러조직들도 이런 IS의 	web_general		
s0097	http://kopan.or.kr/bbs/view.php?&bbs_id=noticee&page=&doc_num=74	kopan.or.kr	EJU일본유학시험 실시사무국에서는 정부의 시책에 부응하여 아래와 같은 절차에 의거 감염 의심자를 별도 시험실로 배치하여 수험하도록 조치하오니, 수험자 여러분께서는 아래 내용을 잘 읽어보시고 협조하여 주시기 바랍니다. - 아 래 - <서울 및 부산시험장 공통사항> 1.시험당일 기준으로, 수험자 본인이 메르스에 감염된 것이 	web_general		
s0098	http://www.appleblog.co.kr/%EB%89%B4%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B42010%EC%97%90-usb%EB%A1%9C-%EC%9C%88%EB%8F%84%EC%9A%B07-%EC%84%A4%EC%B9%98%ED%95%98%EA%B8%B0/	www.appleblog.co.kr	뉴맥북에어가 우리나라에 출시된지 5일 후 인 2010년 11월 13일 맥북에어를 구매하였습니다. 이미 아이맥 두 대를 집에서 사용하고 있고 둘 다 윈도우즈가 설치가 되어있어서 맥북에어에는 윈도우를 설치하고 싶지가 않았습니다만, 매 주 일요일에 설교 내용을 동영상으로 편집하고 올리는 작업을 하고 있기 때문에 설이나 추석 연	blog		
s0099	http://ydp.atelierkorea.com/bbs/board.php?bo_table=51&wr_id=539	ydp.atelierkorea.com	아뜰리에 뷰티 아카데미에서 진행하는 이벤트와 새로운 소식을 전합니다. |제목||합격축하[영등포캠퍼스] 메이크업국가자격증 합격한 6명의학생들 축하합니다!| |작성자||영등포 아뜰리에||작성일||18-03-30 17:55||조회||111| [프랑스아뜰리에뷰티아카데미] TEL/02-2672-6705 카카오톡ID/possible	web_general		
s0100	http://bubunomad.com/106?category=721404	bubunomad.com	베트남 한달살기 10일째 한달 중 1/3이 지나갔고, 한달 중 일주일은 아빠와 함께 보낸 여행. 미쳐 생각지도 못한 변수, 음식때문에 급하게 한국식당을 찾았지만 즐거웠다. 해뜨는 걸 한번 봐야겠다는 마음으로 알람을 맞춰놓고 일어났다. 다섯시가 조금 넘은 시간이였는데, 이미 해가 뜨고 있다! 해뜨는 시간부터 한명 두명씩 해	web_general		
s0101	http://seoli.krizer.com/bbs/board.php?bo_table=community_notice&wr_id=58	seoli.krizer.com	페이지 정보작성자 크라이저 작성일17-09-29 10:51 조회35,328회 댓글7건 본문 영상/음향기기 전문 제조업체 크라이저에서 국내 대표 안드로이드 셋톱박스, Ultracube U4X+S의 펌웨어 업데이트를 2017년 9월 진행하며 미니PC 셋톱박스 최초로 키즈런처를 선보여 세간의 주목을 받고 있다. 2014년 통계	web_general		
s0102	http://m.gamemeca.com/smart/?menu=newsview&gid=1368935	m.gamemeca.com	메카뉴스 마인크래프트 스타일 좀비 액션게임 '픽셀 블러드 온라인' 출시 2017-07-21 18:23:05 게임메카 류종화 기자 ▲ 블록형 좀비 서바이벌 게임 '픽셀 블러드 온라인' (사진제공: 하나게임스) 하나게임스는 자사가 개발한 블록 좀비 탈출 게임 '픽셀 블러드 온라인'을 구글 플레이 스토어에 20일 출시했다고 밝	web_general		
s0103	http://reinia.net/1637?category=91524	reinia.net	레이니아입니다. 굉장히 오랜만에 IT와 전~혀 상관없는 글을 쓰게 되네요. 주변에서 들은 질문 때문에 문득 여기에 관한 글을 써야겠다는 마음을 먹고 컴퓨터 앞에 앉았습니다. 그리고 주말이라 IT가 아닌 글을 조금 가볍게 올릴 수 있겠다는 생각도 들었고 말이죠. 게다가 한글날 즈음이니 시기도 적절해서 여러모로 시기적절한 글	web_general		
s0104	https://m.yna.co.kr/view/MYH20190714000100038	m.yna.co.kr	[앵커] 일본의 수출규제 조치 이후 처음 열린 한일 실무회의가 성과 없이 끝났는데요. 양측이 결과에 대해서도 정반대의 설명을 내놓으면서 갈등이 이어지고 있습니다. 최지숙 기자입니다. [기자] 한일 당국 간 실무회의가 6시간에 걸친 마라톤 회의에도 입장차만 확인하고 끝난 가운데, 양측은 결과에 대한 설명도 엇갈렸습니다. 앞	news		
s0105	https://www.asiae.co.kr/article/2019031207512864014	www.asiae.co.kr	가수 정준영. 사진=연합뉴스 [아시아경제 황효원 기자] 가수 정준영이 성관계 몰카 유포 논란에 휩싸인 가운데 방송 촬영을 접고 미국에서 귀국한다. 12일 한 매체는 정준영이 현재 미국 LA에서 tvN '현지에서 먹힐까3' 촬영을 진행 중인 가운데 SBS보도 이후 제작진이 회의를 한 결과 정준영을 제외한 나머지 멤버들만 다	news		
s0106	http://ezcamping.co.kr/bbs/board.php?bo_table=postscript&wr_id=203	ezcamping.co.kr	완전~~~~초보 캠퍼 둘이서 첫캠핑을 요전 주말에 다녀 왔지요ㅋㅋ  토요일날 비가 너무 많이 와서 어떻게 하나 걱정을 했는데 걱정과는 다르게 친절하게 타프까지 다 설치해 주시고 따듯한 전기 장판까지 있어서 정말 편한 캠핑 이였어요ㅋㅋㅋ 아........아직 많이 어설픈 터라 장작에 불도 못때고 헤매고 있었는데 친절하시게도	web_general		
s0107	http://www.namwon4u.com/mw-builder/bbs/board.php?bo_table=B04&wr_id=2931	www.namwon4u.com	굿네이버스 전북동부지부, 남원시 아동 70명을 대상으로 성폭력예방인형극 진행 ○ 17일(수), 남원시 8개 가정어린이집의 아동 70명을 대상으로 성폭력예방인형극 진행해 ○ 앞으로도 지역사회 내 성폭력예방을 위하여 매주 아동을 대상으로 교육 펼칠 예정 17일(수), 굿네이버스 전북동부지부(지부장 김수경)는 남원 시 내 유아	web_general		
s0108	https://1boon.daum.net/appstory/181220_1	1boon.daum.net	뷰 본문 ▲알리바바와 소프트뱅크와의 만남 미래 가치를 가장 중요시하고, 당장의 이익에 연연하지 않고 대규모의 투자를 단행하는 소프트뱅크의 투자 방식은 몇 차례의 ‘잭팟’을 만들어낸 바 있다. 야후가 그러했고 알리바바가 그러했으며, 현재는 차량 공유 시장에서 가시적인 성과가 점차 나오고 있다. 거시적 투자의 소프트뱅크가 현	web_general		
s0109	http://motortrendkorea.com/sub/view.html?no=3454&cate1Name=TV	motortrendkorea.com	광고/제휴 고객센터 회사소개 TV 2019년 2월호 MT LADY - 모델 유진 <모터트렌드> 02월호의 LADY는 모델 유진입니다. 쎈 이미지와는 다르게 소녀처럼 여린 감성을 지닌 그녀죠. 영상에서 보지 못한 멋진 화보와 그녀와의 더 심도 깊은 대화는 모터트렌드 02월호에서 확인하세요. 2019.01.18 EDITOR 	web_general		
